Nitrogen,Potassium,Phosphorous,Fertilizer Name
40,7,0,Fourteen-Thirty Five-Fourteen
13,0,0,Fourteen-Thirty Five-Fourteen
39,8,0,Urea
12,0,30,Fourteen-Thirty Five-Fourteen
10,0,40,Twenty-Twenty
12,19,0,DAP
41,14,18,DAP
13,0,9,DAP
38,9,29,Seventeen-Seventeen-Seventeen
36,0,15,Twenty-Twenty
24,10,0,Ten-Twenty Six-Twenty Six
14,0,0,Urea
24,12,12,DAP
14,19,14,Seventeen-Seventeen-Seventeen
13,0,12,Twenty Eight-Twenty Eight
5,0,20,Twenty-Twenty
14,0,8,Ten-Twenty Six-Twenty Six
15,13,9,Twenty Eight-Twenty Eight
8,19,0,Ten-Twenty Six-Twenty Six
9,0,19,Urea
14,0,0,Urea
8,0,28,Urea
14,8,42,DAP
9,0,0,Twenty-Twenty
39,18,12,DAP
39,0,28,DAP
15,0,20,Twenty Eight-Twenty Eight
23,0,23,Twenty Eight-Twenty Eight
12,0,24,Fourteen-Thirty Five-Fourteen
38,7,13,Twenty Eight-Twenty Eight
22,0,29,Twenty Eight-Twenty Eight
7,12,12,Urea
38,0,0,Twenty-Twenty
12,0,40,DAP
21,14,0,Urea
12,0,18,Ten-Twenty Six-Twenty Six
39,0,0,Urea
9,0,0,Twenty Eight-Twenty Eight
39,0,18,Fourteen-Thirty Five-Fourteen
7,0,8,Fourteen-Thirty Five-Fourteen
6,10,0,Urea
14,8,0,DAP
9,15,16,Fourteen-Thirty Five-Fourteen
8,0,13,Twenty-Twenty
23,14,40,DAP
11,9,37,Fourteen-Thirty Five-Fourteen
9,10,9,DAP
36,17,10,Twenty-Twenty
38,0,38,Urea
13,0,0,Twenty Eight-Twenty Eight
13,14,16,Twenty-Twenty
8,0,0,Urea
21,0,42,Urea
23,0,0,DAP
10,0,22,Twenty Eight-Twenty Eight
23,0,37,DAP
11,8,41,Seventeen-Seventeen-Seventeen
12,0,15,Twenty Eight-Twenty Eight
23,0,41,Urea
41,9,16,Twenty Eight-Twenty Eight
9,0,31,Urea
11,16,20,Urea
12,12,10,Seventeen-Seventeen-Seventeen
21,9,37,DAP
39,9,0,DAP
36,0,15,Twenty Eight-Twenty Eight
39,0,15,Twenty-Twenty
15,0,16,Fourteen-Thirty Five-Fourteen
12,0,41,Twenty Eight-Twenty Eight
9,0,14,Ten-Twenty Six-Twenty Six
36,9,19,Fourteen-Thirty Five-Fourteen
21,0,30,Twenty-Twenty
8,0,21,Seventeen-Seventeen-Seventeen
38,0,21,Twenty-Twenty
7,0,40,Urea
